,car_name,price,kms_driven,fuel_type,city,year_of_manufacture
1377,Toyota Innova 2.5 G BS,1435000,45530,Diesel,Bangalore,2015
1378,Hyundai i10 Sportz 1.2 Kappa2,365000,57000,Petrol,Ahmedabad,2014
1379,Maruti Suzuki Celerio VXi (O),558000,89495,CNG,Pune,2019
1380,Maruti Suzuki Celerio ZXi AMT,470000,51722,Petrol,Hyderabad,2016
1381,BMW 5 Series 520d M,5750000,45700,Diesel,Ahmedabad,2020
1382,Honda WR-V VX MT Diesel,775000,46945,Diesel,Delhi,2018
1383,Ford EcoSport Titanium 1.5L TDCi,702000,27117,Diesel,Delhi,2017
1384,Jeep Compass Limited 1.4 Petrol,1650000,63000,Petrol,Hyderabad,2017
1385,Mercedes-Benz C-Class C 220d Progressive,3250000,40378,Diesel,Bangalore,2018
1386,Maruti Suzuki Ertiga ZDI SHVS,790000,110399,Diesel,Hyderabad,2015
1387,Maruti Suzuki S-Cross Zeta 1.3,650000,45000,Diesel,Thane,2015
1388,Kia Sonet GTX Plus 1.5,1260000,40089,Diesel,Mumbai,2020
1389,Volkswagen Polo Comfortline 1.5L (D),730000,46354,Diesel,Hyderabad,2018
1390,Hyundai Santro Magna [2018-2020],409000,4441,Petrol,Kolkata,2019
1391,Maruti Suzuki Baleno Zeta,615000,36146,Petrol,Mumbai,2017
1392,Hyundai Venue SX Plus 1.0,1161000,16768,Petrol,Pune,2020
1393,Honda City V,999000,21691,Petrol,Bangalore,2019
1394,Kia Seltos GTX Plus AT,1445000,67420,Diesel,Kolkata,2020
1395,Hyundai i20 Sportz (AT) 1.4,499000,41999,Petrol,Bangalore,2013
1396,Maruti Suzuki Baleno Alpha Automatic,675000,62000,Petrol,Ahmedabad,2018
1397,Tata Nexon XZ,975000,3200,Petrol,Chennai,2021
1398,Maruti Suzuki Wagon R 1.0,387000,47747,CNG,Pune,2014
1399,Hyundai i20 Asta 1.0 Turbo,975000,14746,Petrol,Ahmedabad,2021
1400,Audi A3 35 TDI Technology,1650000,78597,Diesel,Ahmedabad,2014
1401,Honda Amaze 1.2 VX i-VTEC,409000,82075,Petrol,Pune,2013
1402,Honda City SV,650000,45000,Petrol,Ambattur,2015
1403,Hyundai i10 1.1L iRDE Magna,350000,55000,Petrol,Ahmedabad,2015
1404,Maruti Suzuki Ertiga VXi,956000,19900,Petrol,Gurgaon,2020
1405,Honda Amaze 1.2 S CVT,525000,36000,Petrol,Ahmedabad,2016
1406,Nissan Micra XL (O) [2013-2016],400000,57000,Petrol,Ambattur,2013
1407,Maruti Suzuki Alto 800 Vxi,223000,27233,Petrol,Kolkata,2014
1408,Toyota Innova Crysta GX 2.4,2299000,21396,Diesel,Bangalore,2019
1409,Tata Nexon EV XZ Plus,1550000,48400,Electric,Bangalore,2020
1410,Hyundai Venue S Plus 1.2,831000,7432,Petrol,Chennai,2020
1411,Maruti Suzuki Wagon R 1.0,375000,68695,CNG,Mumbai,2014
1412,Renault Kwid Neotech RXL 1.0,460000,13150,Petrol,Ambattur,2021
1413,Hyundai Elite i20 Era 1.2,440000,36000,Petrol,Kolkata,2017
1414,Skoda Rapid 1.5 TDI CR,620000,109335,Diesel,Hyderabad,2015
1415,Kia Seltos GTX Plus 1.4,1551000,10400,Petrol,Ahmedabad,2022
1416,Tata Altroz XZ Plus Petrol,849000,11178,Petrol,Bangalore,2021
1417,Maruti Suzuki Wagon R 1.0,235000,66000,Petrol,Noida,2012
1418,Honda Amaze 1.2 E i-VTEC,465000,33046,Petrol,Mumbai,2016
1419,Hyundai i20 Sportz 1.2,365000,64000,Petrol,Noida,2013
1420,Mahindra Marazzo M4 8 STR,1149000,20473,Diesel,Bangalore,2019
1421,Honda City VX CVT,775000,62000,Petrol,Ahmedabad,2015
1422,Maruti Suzuki Alto 800 LXi,500000,37228,CNG,Pune,2021
1423,Toyota Camry Hybrid [2015-2017],4850000,700,Petrol,Pune,2022
1424,Hyundai Santro Sportz [2018-2020],529000,43189,Petrol,Pune,2019
1425,Audi Q3 35 TDI Premium,1513000,65000,Diesel,Ahmedabad,2015
1426,Ford Figo Duratec Petrol ZXI,249000,71000,Petrol,Thane,2014
1427,Maruti Suzuki Swift ZDi AMT,800000,60161,Diesel,Thane,2019
1428,Maruti Suzuki Ciaz Delta 1.3,597000,57498,Diesel,Delhi,2017
1429,Tata Nexon XZ Plus Diesel,960000,37845,Diesel,Thane,2019
1430,Mahindra KUV100 K2 D 6,425000,20338,Diesel,Ahmedabad,2017
1431,Skoda Octavia 1.8 TSI Ambition,1523000,38842,Petrol,Pune,2016
1432,Maruti Suzuki Celerio VXi,394000,76775,Petrol,Pune,2016
1433,Maruti Suzuki Dzire VXi AMT,729000,39439,Petrol,Bangalore,2018
1434,Maruti Suzuki Swift VXi ABS,520000,81869,Petrol,Chennai,2017
1435,Ford EcoSport Titanium 1.5L TDCi,790000,56204,Diesel,Ahmedabad,2017
1436,Honda BR-V S Petrol,775000,49889,Petrol,Mumbai,2018
1437,Maruti Suzuki S-Presso VXi,475000,7942,Petrol,Thane,2021
1438,Jaguar XF 2.2 Diesel Luxury,2300000,83358,Diesel,Hyderabad,2013
1439,Hyundai i20 Active 1.2 S,493000,50307,Petrol,Kolkata,2016
1440,Audi Q3 35 TDI Premium,1799000,21894,Diesel,Kolkata,2016
1441,Ford EcoSport Titanium 1.5 TDCi,490000,52613,Diesel,Kolkata,2015
1442,Maruti Suzuki Baleno Delta 1.2,651000,59468,Petrol,Mumbai,2018
1443,Hyundai Eon 1.0 Kappa Magna,360000,16205,Petrol,Pune,2015
1444,Maruti Suzuki Celerio ZXi (O),425000,41624,Petrol,Pune,2017
1445,Maruti Suzuki Ertiga VDi,730000,120000,Diesel,Hyderabad,2015
1446,Hyundai Creta SX 1.6 AT,1350000,33815,Petrol,Ahmedabad,2018
1447,Renault Duster 110 PS RxZ,999000,41591,Diesel,Bangalore,2017
1448,Renault Duster 110 PS RXL,795000,82000,Diesel,Hyderabad,2018
1449,Maruti Suzuki Alto K10 VXi,345000,44288,Petrol,Delhi,2019
1450,Maruti Suzuki S-Presso VXi,455000,7082,Petrol,Kolkata,2020
1451,Mahindra Scorpio S2,929000,36624,Diesel,Bangalore,2015
1452,Maruti Suzuki Ritz Zxi BS-IV,390000,51000,Petrol,Hyderabad,2014
1453,Ford Aspire Titanium 1.2 Ti-VCT,550000,24954,Petrol,Ahmedabad,2017
1454,Jeep Compass Longitude (O) 2.0,1224000,54441,Diesel,Pune,2017
1455,Maruti Suzuki Alto K10 VXi,199000,34579,Petrol,Pune,2012
1456,Maruti Suzuki Wagon R 1.0,615000,23000,CNG,Thane,2020
1457,Hyundai Creta 1.6 SX Plus,1350000,35000,Petrol,Mumbai,2018
1458,Mercedes-Benz AMG A35 4MATIC,5200000,1700,Petrol,Pune,2021
1459,Volkswagen Ameo Highline Plus 1.5L,515000,30000,Diesel,Kolkata,2016
1460,Maruti Suzuki Ciaz Alpha Hybrid,1063000,11140,Petrol,Pune,2020
1461,Tata Safari XZA Plus,2349000,19075,Diesel,Bangalore,2021
1462,Mercedes-Benz E-Class E250 CDI Avantgarde,1790000,114686,Diesel,Mumbai,2014
1463,Ford Figo Titanium 1.5 Ti-VCT,650000,38603,Petrol,Hyderabad,2019
1464,Maruti Suzuki SX4 ZXI MT,245000,67860,Petrol,Thane,2010
1465,Maruti Suzuki Alto K10 VXi,336000,40510,Petrol,Delhi,2018
1466,Hyundai Elite i20 Magna Executive,519000,19905,Petrol,Kolkata,2017
1467,Jaguar XE Prestige,2400000,21000,Petrol,Kolkata,2017
1468,Hyundai Eon D-Lite +,329000,28104,Petrol,Bangalore,2014
1469,Mercedes-Benz C-Class C 300d AMG,4900000,23400,Diesel,Pune,2020
1470,Hyundai Elite i20 Asta 1.2,775000,32000,Petrol,Chennai,2019
1471,Hyundai Creta SX Plus 1.6,790000,58289,Petrol,Thane,2015
1472,Hyundai Venue SX Plus 1.0,1145000,11457,Petrol,Bangalore,2019
1473,Tata Nexon EV Prime XZ,1525000,5000,Electric,Mumbai,2022
1474,Honda Amaze 1.2 VX i-VTEC,650000,73699,Petrol,Chennai,2016
1475,Hyundai Elite i20 Sportz 1.2,525000,68766,Petrol,Mumbai,2015
1476,Honda WR-V VX MT Petrol,695000,30902,Petrol,Mumbai,2017
1477,Honda City VX CVT,735000,66684,Petrol,Mumbai,2015
1478,Toyota Urban Cruiser Premium Grade,985000,8134,Petrol,Thane,2021
1479,Hyundai Venue SX (O) 1.0,964000,24432,Petrol,Kolkata,2021
1480,Hyundai i10 Magna 1.2 Kappa2,286000,58734,Petrol,Pune,2011
1481,Hyundai i10 Magna 1.2 Kappa2,325000,15780,Petrol,Thane,2013
1482,Datsun GO T,265000,44760,Petrol,Mumbai,2014
1483,Hyundai Creta S 1.5 Petrol,1320000,17000,Petrol,Thane,2021
1484,Hyundai Creta 1.6 SX (O),970000,117295,Diesel,Hyderabad,2015
1485,Hyundai Eon D-Lite,250000,62000,Petrol,Poonamallee,2014
1486,Hyundai Creta 1.4 S,1175000,43300,Diesel,Ahmedabad,2019
1487,Honda Amaze 1.2 V CVT,775000,15899,Petrol,Ahmedabad,2020
1488,Mahindra Alturas G4 4WD AT,2250000,76187,Diesel,Kolkata,2020
1489,Hyundai Elite i20 Asta 1.2,521000,59194,Petrol,Mumbai,2015
1490,Kia Seltos HTX 1.5 Dual,1667000,13841,Petrol,Pune,2021
1491,Maruti Suzuki Swift LXi Special,700000,11000,Petrol,Chennai,2019
1492,Hyundai Creta 1.6 SX Plus,1225000,24128,Petrol,Thane,2018
1493,Volkswagen Vento Highline Diesel AT,814000,96710,Diesel,Pune,2017
1494,Mahindra Thar LX Hard Top,1625000,38500,Diesel,Hyderabad,2020
1495,Honda WR-V S MT Petrol,625000,23798,Petrol,Ahmedabad,2017
1496,Tata Altroz XT Petrol,737000,5918,Petrol,Chennai,2021
1497,Hyundai Santro Sportz AMT,606000,5231,Petrol,Pune,2020
1498,Skoda Laura Elegance 2.0 TDI,595000,78000,Diesel,Thane,2013
1499,Hyundai Creta SX 1.6 AT,1290000,60038,Petrol,Ahmedabad,2019
1500,Maruti Suzuki Ciaz Delta 1.4,740000,48279,Petrol,Mumbai,2017
1501,Nissan Micra Active XL,325000,56000,Petrol,Ahmedabad,2017
1502,Hyundai Grand i10 Magna 1.2,509000,45907,Petrol,Bangalore,2017
1503,Hyundai i20 Asta 1.0 Turbo,995000,8566,Petrol,Thane,2021
1504,Skoda Octavia 2.0 TDI CR,1521000,97050,Diesel,Pune,2017
1505,Maruti Suzuki Swift ZXi,695000,50000,Petrol,Thane,2021
1506,Toyota Corolla Altis VL AT,1200000,86000,Petrol,Ahmedabad,2018
1507,BMW X1 sDrive20d xLine,3275000,67337,Diesel,Bangalore,2018
1508,Ford Endeavour Titanium Plus 3.2,3125000,59000,Diesel,Faridabad,2019
1509,Land Rover Range Rover Evoque,5999000,45195,Diesel,Kolkata,2021
1510,Ford Endeavour Titanium 3.2 4x4,2700000,71000,Diesel,Ahmedabad,2018
1511,Skoda Rapid Style 1.5 TDI,825000,123000,Diesel,Hyderabad,2017
1512,Maruti Suzuki Baleno Delta 1.2,607000,24695,Petrol,Delhi,2019
1513,Maruti Suzuki Celerio VXi,385000,62228,Petrol,Noida,2015
1514,Honda City V Diesel,650000,80000,Diesel,Hyderabad,2015
1515,Maruti Suzuki Swift VXi,375000,22500,Petrol,Thane,2013
1516,Ford Classic 1.4 TDCi CLXi,330000,106587,Diesel,Hyderabad,2013
1517,Land Rover Freelander 2 HSE,950000,75000,Diesel,Kolkata,2012
1518,Ford Endeavour Titanium 2.2 4x2,2995000,28466,Diesel,Mumbai,2018
1519,Hyundai Santa Fe 2WD MT,1025000,87642,Diesel,Thane,2015
1520,Toyota Etios Liva GD,540000,65243,Diesel,Bangalore,2013
1521,Volkswagen Polo Comfortline 1.2L (P),520000,90381,Petrol,Hyderabad,2015
1522,Honda WR-V VX MT Diesel,853000,84439,Diesel,Chennai,2018
1523,Renault Kwid CLIMBER 1.0 AMT,485000,20916,Petrol,Mumbai,2019
1524,Audi A6 2.0 TFSi Technology,7200000,20000,Petrol,Bangalore,2021
1525,Maruti Suzuki S-Presso VXi Plus,476000,70,Petrol,Delhi,2021
1526,Mahindra XUV500 W11 AT,2049000,45350,Diesel,Bangalore,2020
1527,Toyota Innova Crysta 2.8 ZX,2225000,36283,Diesel,Mumbai,2018
1528,Maruti Suzuki Dzire ZXi Plus,745000,26450,Petrol,Pune,2019
1529,Maruti Suzuki Ertiga ZXi,645000,62285,Petrol,Hyderabad,2013
1530,Mahindra Thar LX 4-STR Hard,1795000,5438,Petrol,Bangalore,2021
1531,Toyota Corolla Altis VL AT,1002000,88105,Petrol,Delhi,2016
1532,Honda City SV,556000,78529,Petrol,Delhi,2015
1533,Honda Jazz S MT [2015-2016],675000,33000,Petrol,Hyderabad,2018
1534,Audi Q5 30 TDI Premium,1750000,133000,Diesel,Ahmedabad,2015
1535,Maruti Suzuki Ciaz Delta 1.4,749000,53197,Petrol,Bangalore,2017
1536,Maruti Suzuki S-Cross Zeta 1.3,775000,15629,Diesel,Mumbai,2017
1537,Volkswagen Vento Highline Diesel AT,625000,95860,Diesel,Hyderabad,2014
1538,Maruti Suzuki Dzire VXi AMT,729000,39439,Petrol,Bangalore,2018
1539,Hyundai Verna EX 1.6 CRDi,879000,91495,Diesel,Pune,2017
1540,Toyota Innova Crysta 2.8 GX,1369000,177700,Diesel,Gurgaon,2017
1541,Maruti Suzuki Baleno Zeta,621000,29093,Petrol,Kolkata,2018
1542,Ford EcoSport Titanium 1.5L Ti-VCT,859000,74280,Petrol,Pune,2018
1543,Hyundai Grand i10 Sportz 1.2,430000,22676,Petrol,Delhi,2015
1544,Honda City 1.5 V MT,325000,77000,Petrol,Noida,2010
1545,Skoda Superb Style TSI AT,1699000,38818,Petrol,Thane,2017
1546,Hyundai Elantra 1.6 SX MT,565000,66666,Diesel,Mumbai,2013
1547,Maruti Suzuki Alto LXi BS-III,285000,62000,Petrol,Hyderabad,2011
1548,Hyundai i10 1.1L iRDE Magna,325000,63000,Petrol,Ahmedabad,2014
1549,Hyundai Grand i10 Asta AT,524000,58184,Petrol,Pune,2016
1550,Ford EcoSport Trend 1.5L TDCi,350000,80600,Diesel,Gurgaon,2015
1551,Volkswagen Vento Highline Petrol,850000,40912,Petrol,Ahmedabad,2019
1552,Maruti Suzuki S-Presso VXi Plus,460000,9323,Petrol,Kolkata,2020
1553,Mahindra Marazzo M2 8 STR,1500000,5300,Diesel,Poonamallee,2022
1554,Honda Jazz ZX,808000,5870,Petrol,Kolkata,2021
1555,Honda City VX CVT,675000,66608,Petrol,Thane,2015
1556,Hyundai Elite i20 Asta 1.2,789000,41068,Petrol,Bangalore,2018
1557,Maruti Suzuki Ciaz Alpha 1.4,825000,40532,Petrol,Bangalore,2017
1558,Honda City VX CVT,725000,48146,Petrol,Mumbai,2015
1559,Kia Seltos HTK Plus AT,1545000,27710,Diesel,Mumbai,2020
1560,Maruti Suzuki Baleno Delta,580000,49000,Petrol,Pallikarnai,2019
1561,Hyundai Xcent S 1.2 (O),425000,11628,Petrol,Kolkata,2015
1562,Maruti Suzuki Alto K10 VXi,181000,63250,Petrol,Delhi,2012
1563,Mahindra Thar LX Convertible Diesel,1800000,4600,Diesel,Hyderabad,2022
1564,Toyota Innova Crysta 2.8 ZX,2450000,35531,Diesel,Mumbai,2019
1565,Maruti Suzuki Ciaz Zeta 1.4,1087000,19586,Petrol,Pune,2019
1566,Maruti Suzuki Alto K10 VXi,373000,17815,Petrol,Delhi,2019
1567,Skoda Kodiaq Style 2.0 TDI,2875000,51000,Diesel,Hyderabad,2018
1568,MG Hector Sharp 1.5 DCT,1599000,29988,Petrol,Bangalore,2020
1569,Nissan Terrano XL (D),570000,121000,Diesel,Ahmedabad,2014
1570,Maruti Suzuki Baleno Delta 1.2,585000,39852,Petrol,Delhi,2018
1571,Renault Kwid Neotech RXL,435000,12850,Petrol,Mumbai,2020
1572,Hyundai Grand i10 Sportz 1.2,581000,31500,Petrol,Chennai,2018
1573,Maruti Suzuki Alto 800 Lxi,205000,35965,Petrol,Kolkata,2014
1574,Kia Sonet HTX Plus 1.0,1006000,18169,Petrol,Pune,2020
1575,Maruti Suzuki Celerio VXi,357000,24063,Petrol,Kolkata,2015
1576,Mahindra Scorpio 2021 S7 140,1285000,19000,Diesel,Delhi,2020
1577,Hyundai Elite i20 Sportz 1.2,830000,35811,Petrol,Hyderabad,2020
1578,Mercedes-Benz CLA 200 CDI Sport,2675000,7000,Diesel,Kolkata,2018
1579,Honda City SV Diesel,790000,60000,Diesel,Ahmedabad,2018
1580,Skoda Rapid 1.6 MPI Ambition,695000,67269,Petrol,Mumbai,2017
1581,Maruti Suzuki Wagon R 1.0,640000,40664,CNG,Mumbai,2021
1582,Toyota Fortuner 3.0 MT,1075000,113000,Diesel,Mumbai,2011
1583,Maruti Suzuki Alto 800 Vxi,341000,20786,Petrol,Chennai,2018
1584,MG Hector Sharp Hybrid 1.5,1450000,35000,Hybrid,Delhi,2020
1585,BMW 5 Series 520d M,3295000,53971,Diesel,Thane,2017
1586,Toyota Fortuner 4X4 AT 2.8,3950000,53834,Diesel,Kolkata,2021
1587,Tata Nexon XZ Plus (O),1067000,30356,Petrol,Chennai,2020
1588,Maruti Suzuki Ciaz Delta 1.5,910000,76000,Diesel,Hyderabad,2019
1589,Hyundai Santro Xing GLS,260000,79800,Petrol,Ambattur,2013
1590,Maruti Suzuki Alto 800 Vxi,402000,4958,Petrol,Delhi,2021
1591,Hyundai Creta 1.6 SX Plus,1175000,70000,Petrol,Ahmedabad,2019
1592,Hyundai Santro Magna [2018-2020],562000,24669,Petrol,Pune,2020
1593,Land Rover Range Rover Evoque,2250000,89000,Diesel,Ahmedabad,2014
1594,Hyundai Grand i10 Magna 1.2,385000,42228,Petrol,Delhi,2014
1595,Hyundai Creta E Plus 1.6,939000,40544,Petrol,Bangalore,2016
1596,Maruti Suzuki Vitara Brezza ZXI,1125000,19608,Petrol,Bangalore,2020
1597,Maruti Suzuki Celerio VXi AMT,395000,41058,Petrol,Delhi,2016
1598,BMW 3 Series 320d Luxury,1090000,65000,Diesel,Ahmedabad,2013
1599,Maruti Suzuki Ciaz Sigma 1.4,635000,38773,Petrol,Mumbai,2017
1600,Mercedes-Benz E-Class E 220 d,4437000,49700,Diesel,Ahmedabad,2018
1601,Tata Nexon XZA Plus Petrol,866000,31585,Petrol,Pune,2018
1602,Maruti Suzuki Wagon R 1.0,360000,86866,Petrol,Kolkata,2015
1603,Skoda Superb L&K TDI AT,1995000,56341,Diesel,Mumbai,2017
1604,Honda City V,669000,53206,Petrol,Bangalore,2015
1605,Hyundai Grand i10 Magna 1.2,475000,18000,Petrol,Ahmedabad,2017
1606,Hyundai Elite i20 Asta 1.4,685000,63379,Diesel,Mumbai,2016
1607,Honda City VX CVT,750000,48900,Petrol,Ahmedabad,2015
1608,Hyundai Creta 1.6 S Petrol,856000,41951,Petrol,Delhi,2016
1609,Tata Safari XZ Plus,1945000,22889,Diesel,Kolkata,2021
1610,Kia Seltos HTK 1.5 [2020-2021],1143000,19970,Petrol,Pune,2019
1611,Maruti Suzuki Alto 800 Vxi,350000,44706,Petrol,Hyderabad,2018
1612,Honda City ZX VTEC,180000,83920,Petrol,Pune,2008
1613,Audi A4 Technology 40 TFSI,3950000,45760,Petrol,Ahmedabad,2021
1614,Hyundai Verna SX Plus 1.6,890000,56040,Diesel,Mumbai,2017
1615,Maruti Suzuki S-Presso VXi Plus,476000,64,Petrol,Delhi,2021
1616,Maruti Suzuki Dzire ZXi AMT,690000,51500,Petrol,Ahmedabad,2019
1617,Honda City Anniversary Edition Petrol,1130000,36040,Petrol,Pune,2018
1618,Maruti Suzuki Alto K10 VXi,199000,34579,Petrol,Pune,2012
1619,Hyundai Elite i20 Asta 1.2,461000,40875,Petrol,Kolkata,2015
1620,Hyundai i20 Active 1.2 SX,673000,31622,Petrol,Hyderabad,2017
1621,Ford EcoSport Titanium 1.5L TDCi,899000,36600,Diesel,Bangalore,2017
1622,Audi A6 2.0 TDI Premium,1350000,29000,Diesel,Kolkata,2013
1623,Skoda Rapid Ambition 1.6 TDI,980000,41443,Diesel,Hyderabad,2019
1624,Ford EcoSport Titanium 1.5L Ti-VCT,625000,62926,Petrol,Mumbai,2016
1625,Maruti Suzuki Wagon R 1.0,384000,55486,Petrol,Kolkata,2017
1626,Hyundai Grand i10 Nios Sportz,625000,36053,Petrol,Ahmedabad,2020
1627,Honda Jazz V Petrol,770000,17922,Petrol,Pune,2019
1628,Kia Seltos HTK Plus 1.5,1685000,8963,Petrol,Thane,2022
1629,Honda City V,891000,20143,Petrol,Bangalore,2018
1630,Maruti Suzuki Swift DZire VXI,475000,66000,Petrol,Thane,2013
1631,Honda City V,835000,40547,Petrol,Mumbai,2018
1632,Honda City VX,680000,80815,Petrol,Mumbai,2016
1633,Maruti Suzuki Swift VXi,606000,24858,Petrol,Bangalore,2017
1634,Isuzu MU-X 4x2,1791000,96095,Diesel,Thane,2017
1635,Maruti Suzuki Wagon R 1.0,323000,54095,Petrol,Pune,2014
1636,MINI Cooper Countryman Cooper S,2000000,69446,Petrol,Hyderabad,2014
1637,Maruti Suzuki Alto K10 VXi,210000,127000,Petrol,Kolkata,2012
1638,Hyundai Creta SX 1.5 Petrol,1700000,12500,Petrol ,Poonamallee,2020
1639,Maruti Suzuki Dzire ZXi Plus,799000,59597,Petrol,Bangalore,2018
1640,Maruti Suzuki Wagon R VXi,535000,18855,Petrol,Thane,2019
1641,Maruti Suzuki Swift VXi AMT,745000,41528,Petrol,Bangalore,2018
1642,Maruti Suzuki Swift LXi,551000,35166,Petrol,Hyderabad,2019
1643,Fiat Abarth Punto T-Jet 1.4,897000,26762,Petrol,Bangalore,2015
1644,Audi Q5 2.0 TDI quattro,2288000,58670,Diesel,Ahmedabad,2014
1645,Hyundai Grand i10 Asta 1.2,575000,29964,Petrol,Mumbai,2017
1646,Land Rover Range Rover Evoque,7700000,5600,Petrol,Thane,2021
1647,Maruti Suzuki Alto 800 Lxi,289000,20572,Petrol,Delhi,2017
1648,Tata Tiago Revotron XT [2016-2019],453000,44296,Petrol,Chennai,2018
1649,Mahindra KUV100 NXT K8 6,700000,12000,Petrol,Hyderabad,2020
1650,Maruti Suzuki Alto 800 Vxi,291000,39262,Petrol,Pune,2017
1651,Hyundai Santro Xing GL,142000,46733,Petrol,Kolkata,2010
1652,Volkswagen Polo Highline1.2L (P),699000,39200,Petrol,Bangalore,2016
1653,Hyundai Creta 1.6 SX Plus,964000,67981,Petrol,Pune,2016
1654,Honda City ZX Petrol [2019-2019],1249000,66729,Petrol,Bangalore,2020
1655,Mercedes-Benz CLA 200 Petrol Sport,2550000,13137,Petrol,Mumbai,2017
1656,Volkswagen Polo Highline1.2L (P),300000,47000,Petrol,Kolkata,2013
1657,Volvo XC90 D5 AWD,4500000,45000,Diesel,Kolkata,2018
1658,Mahindra XUV300 1.5 W8 (O),1299000,36770,Diesel,Bangalore,2019
1659,Isuzu D-Max V-Cross 4x4,1695000,67970,Diesel,Bangalore,2017
1660,Honda City SV CVT,658000,46910,Petrol,Pune,2015
1661,Honda Jazz S AT [2015-2016],685000,34231,Petrol,Bangalore,2015
1662,Tata Safari XZA Plus 6S,2395000,13594,Diesel,Bangalore,2021
1663,Hyundai Venue SX 1.5 CRDi,925000,43000,Diesel,Ahmedabad,2020
1664,Honda City VX CVT,735000,82953,Petrol,Chennai,2016
1665,Tata Safari Storme 2.2 VX,575000,65000,Diesel,Kolkata,2014
1666,Audi A4 2.0 TDI (177bhp),1490000,86830,Diesel,Hyderabad,2013
1667,Hyundai Creta S 1.5 Diesel,1600000,72305,Diesel,Hyderabad,2021
1668,Honda City V Diesel,680000,55201,Diesel,Hyderabad,2015
1669,Maruti Suzuki Ciaz ZXI+,731000,37799,Petrol,Thane,2017
1670,Maruti Suzuki Wagon R 1.0,295000,24628,Petrol,Bangalore,2011
1671,Honda WR-V SV MT Petrol,775000,24000,Petrol,Ahmedabad,2020
1672,Maruti Suzuki S-Cross Alpha 1.3,1150000,34514,Diesel,Hyderabad,2019
1673,Mahindra XUV500 W10,1050000,89000,Diesel,Thane,2016
1674,Toyota Innova Crysta 2.8 ZX,1900000,108810,Diesel,Ahmedabad,2018
1675,Maruti Suzuki Wagon R 1.0,556000,3810,Petrol,Delhi,2021
1676,Jeep Compass Longitude (O) 2.0,1540000,43922,Diesel,Thane,2019
1677,Maruti Suzuki Celerio VXi (O),615000,36560,CNG,Thane,2020
1678,Hyundai i10 Sportz 1.2 Kappa2,455000,48137,Petrol,Hyderabad,2014
1679,Honda City V CVT Petrol,795000,44415,Petrol,Thane,2017
1680,Jeep Compass Limited Plus Diesel,1799000,64683,Diesel,Bangalore,2019
1681,Honda Amaze 1.2 S AT,395000,38885,Petrol,Mumbai,2014
1682,Maruti Suzuki Baleno Alpha 1.2,711000,69886,Petrol,Mumbai,2019
1683,Toyota Land Cruiser LC 200,7000000,152000,Diesel,Pune,2011
1684,Hyundai Verna Fluidic 1.6 VTVT,1011000,31726,Petrol,Pune,2018
1685,Maruti Suzuki S-Presso VXi Plus,440000,75258,Petrol,Hyderabad,2020
1686,Honda City 1.5 V MT,325000,77000,Petrol,Noida,2010
1687,Maruti Suzuki Swift VXi,411000,34551,Petrol,Delhi,2015
1688,Hyundai Creta 1.6 SX Plus,1157000,53459,Diesel,Hyderabad,2017
1689,Maruti Suzuki S-Cross Zeta AT,914000,11729,Petrol,Kolkata,2020
1690,Hyundai i20 Sportz 1.5 MT,950000,11000,Diesel,Ahmedabad,2022
1691,Maruti Suzuki Swift ZXi,410000,75000,Petrol,Noida,2014
1692,Toyota Urban Cruiser High Grade,1256000,15412,Petrol,Pune,2022
1693,Honda City V CVT Petrol,793000,70233,Petrol,Delhi,2017
1694,Honda Brio S MT,345000,53000,Petrol,Ahmedabad,2013
1695,Skoda Rapid Ambition 1.6 MPI,525000,60000,Petrol,Hyderabad,2014
1696,Maruti Suzuki Swift VXi,557000,54489,Petrol,Chennai,2017
1697,Chevrolet Tavera Neo 3 LS-,795000,95000,Diesel,Thane,2016
1698,Toyota Corolla Altis VL AT,1275000,25000,Petrol,Mumbai,2017
1699,Nissan Kicks XV Premium Turbo,1265000,31387,Petrol,Hyderabad,2020
1700,Maruti Suzuki Celerio VXi CNG,610000,23225,CNG,Thane,2020
1701,Hyundai Grand i10 Magna 1.2,494000,35705,Petrol,Delhi,2017
1702,Honda City VX Diesel,680000,41000,Diesel,Kolkata,2015
1703,Maruti Suzuki Alto K10 VXi,336000,44042,Petrol,Pune,2015
1704,Audi Q7 45 TDI Premium,5200000,48000,Diesel,Pune,2017
1705,Maruti Suzuki Alto 800 Lxi,299000,72171,Petrol,Bangalore,2014
1706,Renault Triber RXZ [2019-2020],670000,20555,Petrol,Pune,2020
1707,Maruti Suzuki Swift VXi [2014-2017],650000,3168,Petrol,Kolkata,2019
1708,Tata Tiago Revotron XT [2016-2019],475000,47751,Petrol,Noida,2018
1709,Maruti Suzuki Alto K10 LXi,201000,52151,Petrol,Delhi,2010
1710,Hyundai Venue SX 1.4 CRDi,983000,40655,Diesel,Delhi,2019
1711,Maruti Suzuki Swift VDi,427000,82914,Diesel,Kolkata,2017
1712,Volkswagen Vento Highline Diesel,470000,83501,Diesel,Hyderabad,2013
1713,Hyundai Elite i20 Asta 1.2,549000,61900,Petrol,Gurgaon,2015
1714,Hyundai Creta SX Plus 1.6,1093000,37630,Diesel,Kolkata,2018
1715,Hyundai Verna SX 1.5 VTVT,1179000,63994,Petrol,Bangalore,2020
1716,Maruti Suzuki S-Cross Alpha 1.3,875000,58000,Diesel,Thane,2018
